timestamp_s,frame_id,contour_area_cm2,velocity_cm_s,flow_ml_s,flow_smooth,accumulated_volume_ml
0.0,0,0.0,0.0,0.0,0.0,0.0
0.016674779786740843,1,0.0,0.0,0.0,0.0,0.0655703335059681
0.03334955957348169,2,0.0,0.0,0.0,0.0,0.130347557833699
0.05002433936022253,3,0.0,0.0,0.0,0.0,0.1941426188739985
0.06669911914696337,4,0.0,0.0,0.0,0.0,0.25723717088376563
0.08337389893370423,5,0.0,0.0,0.0,0.0,0.31966320263956566
0.10004867872044507,6,0.0,0.0,0.0,0.0,0.38157010587695356
0.1167234585071859,7,0.0,0.0,0.0,0.0,0.4428222722395834
0.13339823829392675,8,0.0,0.0,0.0,0.0,0.5036051516280717
0.1500730180806676,9,0.0,0.0,0.0,0.0,0.5644972741366214
0.16674779786740845,10,0.0,0.0,0.0,0.0,0.6266696279142197
0.1834225776541493,11,0.0,0.0,0.0,0.0,0.6898697703011567
0.20009735744089013,12,0.0,0.0,0.0,0.0,0.756250806760954
0.21677213722763097,13,0.0,0.0,0.0,0.0,0.824220288466049
0.2334469170143718,14,0.0,0.0,0.0,0.0,0.8929098974395444
0.2501216968011127,15,0.0,0.0,0.0,0.0,0.9634332483487674
0.2667964765878535,16,0.0,0.0,0.0,0.0,1.0351527594449776
0.28347125637459436,17,0.0,0.0,0.0,0.0,1.108285509245518
0.3001460361613352,18,1.487632594051437,2.520602425634154,1.500403494692456,996.3907859739988,1.1817692104406345
0.31682081594807604,19,0.9174343516140312,1.937816578501837,0.7113702463616135,472.4080964874396,1.2555679892815517
0.3334955957348169,20,1.0161225089589667,1.9311255803523635,0.7851716686540537,521.4182843629593,1.3291097153042253
0.3501703755215577,21,0.0,0.0,0.0,0.0,1.4024412132431368
0.3668451553082986,22,0.0,0.0,0.0,0.0,1.4752904708204093
0.3835199350950394,23,0.0,0.0,0.0,0.0,1.5477826010533473
0.40019471488178027,24,0.8626075975335113,2.966659545565263,1.0239742142775676,680.0027297925378,1.6202192546085592
0.4168694946685211,25,2.766923522596899,2.281082234626979,2.5254927704627335,1677.134007908191,1.6925544885563162
0.43354427445526195,26,7.514920425969913,2.2299738644839198,6.7055158186714925,4453.01160691889,1.764646903792214
0.4502190542420028,27,12.343329901994355,2.6955773909215712,13.313497886203592,8841.252816207714,1.8364861607025684
0.4668938340287436,28,14.024683693796963,2.458540842926395,13.796805269241595,9162.208495767083,1.908029896999376
0.4835686138154845,29,14.773982666230733,2.215309475263254,13.096040883068065,8696.84355894044,1.9794735443570173
0.5002433936022254,30,12.789254168515916,1.7451784538917747,8.930856124011191,5930.819799008933,2.050696124577675
0.5169181733889662,31,15.172390412549177,2.3052528656573688,13.995248425094239,9293.991001426806,2.1218259149764385
0.533592953175707,32,15.899758683350738,2.0004325608187465,12.726895548236058,8451.700827926414,2.1928495670870594
0.5502677329624478,33,4.981924387449898,1.4095897348020607,2.8099454707516194,1866.0338942493413,2.2638428360871
0.5669425127491887,34,3.3773280513600192,1.5192821595642756,2.053145451325594,1363.4567082800431,2.335020235569306
0.5836172925359295,35,2.141898526078973,1.2661616048266549,1.085165714191424,720.6388966035146,2.40660660546523
0.6002920723226703,36,2.313689022197935,1.2865982903086417,1.1911212918151532,791.002076668272,2.4782485473917437
0.6169668521094113,37,1.0380532105911746,1.6920410545286748,0.7028109903564744,466.72404959706546,2.5499563756014765
0.6336416318961521,38,0.7712296740659784,1.685012343276604,0.5199898300726628,345.3158282537768,2.6221999513678087
0.6503164116828929,39,0.8772280652883166,2.3082384939825045,0.8102167718699483,538.050283799351,2.694917650299491
0.6669911914696338,40,1.0709492630394866,1.644490744060223,0.7047066369555619,467.9829141701454,2.767934541506782
0.6836659712563746,41,0.0,0.0,0.0,0.0,2.8411811571571306
0.7003407510431154,42,0.0,0.0,0.0,0.0,2.914334298305398
0.7170155308298563,43,0.8297115450851995,1.8348110259824122,0.6091531669546696,404.5275853779078,2.9873836635754785
0.7336903106165972,44,0.8187461942690956,1.4175409682262499,0.46440078538081075,308.40015048576987,3.0600705006254785
0.750365090403338,45,0.9320548193688364,1.201784853629799,0.44820450207987,297.6444920877669,3.132757218402224
0.7670398701900788,46,1.0563287952846814,2.230667933674869,0.9428488483872098,626.1288436226777,3.2061255514706617
0.7837146499768197,47,1.0161225089589667,1.4451943229314366,0.5875980565999199,390.2132269909144,3.280377936729142
0.8003894297635605,48,1.282946045484163,1.9129784674569013,0.9820339589270672,652.1509658234057,3.35531067322208
0.8170642095503013,49,1.981073380776115,1.2471887757547737,0.9886459422228642,656.5418641759161,3.431266402449406
0.8337389893370422,50,1.487632594051437,2.012544847538742,1.197979217889835,795.5563011657993,3.507948191989601
0.8504137691237831,51,1.4108751383387093,1.6445165691798336,0.9283994321576442,616.5332480080504,3.585324972662277
0.8670885489105239,52,1.6923191426187107,1.7902616249749608,1.2122907779494596,805.0603489947777,3.663370959410808
0.8837633286972647,53,3.318846180340798,1.6732396033955101,2.2220472605599455,1475.6213406944337,3.7422757908224296
0.9004381084840056,54,5.636190319477435,1.9401338099442753,4.3754766009101385,2905.674763364449,3.8218596535037572
0.9171128882707464,55,6.451281396807828,1.5455683110436973,3.989718205235595,2649.4995995355935,3.9025447997294975
0.9337876680574873,56,8.903864862676414,2.286949732364733,8.14785348191768,5410.841925900082,3.9837464122651642
0.9504624478442281,57,8.516422467174074,1.5500239846389638,5.28206385800238,3507.7229409670385,4.065459941404152
0.967137227630969,58,6.4293506951756205,1.4307464674059658,3.680762788555928,2444.3279030250646,4.147584998119828
