timestamp_s,flow_ml_s,flow_smooth,accumulated_volume_ml
0.0,0.0,34.285726172721084,0.0
0.016674779786740843,93.659127263866,34.5306176687942,0.5757904455272858
0.03334955957348169,47.197228126703024,34.80046088929652,1.1560804673333926
0.05002433936022253,35.248159442254206,35.029407659834376,1.7401881261211039
0.06669911914696337,24.745468894222903,35.251199843792925,2.327994120734744
0.08337389893370423,7.368158321682029,35.46616765286045,2.919384656225824
0.10004867872044507,20.545713060952657,35.60943834140966,3.513164198898356
0.1167234585071859,26.96390267420696,35.67824478545104,4.108091073873187
0.13339823829392675,19.1648071243753,35.74271744738733,4.70409301628807
0.1500730180806676,9.981190946479767,35.786097218719135,5.30081830683711
0.16674779786740845,18.15002656810735,35.82823756801289,5.898246278430761
0.1834225776541493,16.76672957637069,35.86919086521387,6.49635713723678
0.20009735744089013,19.393352352985506,35.80563942042276,7.093408289695777
0.21677213722763097,36.03079184983445,35.68598440094809,7.688464221054655
0.2334469170143718,24.495285766510623,35.563475782678616,8.281477348181912
0.2501216968011127,26.575662073450438,35.44423406089634,8.872502145857059
0.2667964765878535,39.50754108539788,35.328130279160966,9.461590938539358
0.28347125637459436,54.14819405077146,35.19867674273776,10.048521122009186
0.3001460361613352,19.084686149248373,35.072542527761314,10.633348045220709
0.31682081594807604,26.256514599479118,34.94225951523183,11.21600252788835
0.3334955957348169,50.603137946408,34.81125017077118,11.796472458587104
0.3501703755215577,21.814510781379234,34.67429319712019,12.374658661909967
0.3668451553082986,0.0,34.549747084452626,12.950768086230807
0.3835199350950394,3.411940688526837,34.42820208293368,13.524850774417137
0.40019471488178027,49.453455753156966,34.31334473120748,14.097018241556547
0.4168694946685211,59.45317202834391,34.2080137105412,14.667429337121632
0.43354427445526195,11.428351417079435,34.11978502377919,15.23636923876409
0.4502190542420028,10.144510661137822,34.13231705013437,15.8055181091863
0.4668938340287436,16.939361185994247,34.15660926639672,16.375072046965215
0.4835686138154845,6.798089695279715,34.19097923655145,16.94519909642774
0.5002433936022254,19.3945334176896,34.24955248089614,17.51630284184111
0.5169181733889662,15.26076395273792,34.34951226596363,18.089073394658005
0.533592953175707,7.724507369198399,34.568988920315,18.66550367235454
0.5502677329624478,64.46033787195309,34.783745646615806,19.245514971169865
0.5669425127491887,3.9425229185459556,34.993933080867656,19.82903109916528
0.5836172925359295,48.137266902937824,35.19969551650368,20.415978270463306
0.6002920723226703,66.78696145894719,35.42894475339086,21.006748122302703
0.6169668521094113,41.01662873098168,35.65346720188861,21.601261836527986
0.6336416318961521,26.450398296722224,35.846200847443725,22.19898934185039
0.6503164116828929,19.73102412826154,36.0237965313069,22.79967821609229
0.6669911914696338,25.822165099986776,36.1978403014928,23.403269231875296
0.6836659712563746,36.41479507670636,36.368437660387904,24.009704921050076
0.7003407510431154,50.24140050362743,36.52865834383894,24.61881225483868
0.7170155308298563,61.19975421187432,36.67807427585352,25.23041106639026
0.7336903106165972,3.184336978633319,36.714136698560466,25.84261121089906
0.750365090403338,31.182511481932547,36.737373021707626,26.45519881597939
0.7670398701900788,59.20601824596254,36.760170923663324,27.06816657105443
0.7837146499768197,34.80193162378137,36.782542696610506,27.681507370516805
0.8003894297635605,32.09335908746742,36.72444168664199,28.293879348432565
0.8170642095503013,33.975178248317704,36.66740675025087,28.905300281343848
0.8337389893370422,43.28412835321618,36.611408812703225,29.515787460978018
0.8504137691237831,59.76511616508748,36.48058203477432,30.12409313290002
0.8670885489105239,89.9305011019458,36.311811443552855,30.729584592378913
0.8837633286972647,26.75463031342518,36.146027942441506,31.332311648484506
0.9004381084840056,86.12638110412578,35.9831529238058,31.93232279952159
0.9171128882707464,14.87313649265242,35.823110514189835,32.529665278621785
0.9337876680574873,12.093000287326154,35.6658274564638,33.124385097370215
0.9504624478442281,42.52332465468755,35.514728366310564,33.71658537206436
0.967137227630969,52.60950701962026,35.40224054720067,34.30690993714616
0.9838120074177098,52.003049235433934,35.291643279672456,34.89539031714691
1.0004867872044507,49.12933935922919,35.182889299936384,35.48205724848464
1.0171615669911915,23.500567533026675,35.118300890706095,36.067647182321664
1.0338363467779323,24.213229311022,35.0537124814758,36.652160118657996
1.0505111265646732,43.52898228153354,34.98912407224551,37.235596057493645
